Page,Key,English,Arabic (Current),Arabic (Corrected),Notes
nfcCards,ben4t,No App Required,لا حاجة إلى تطبيق,,
nfcCards,ben5d,"Designed, engineered, and shipped from Canada. Premium quality with 40+ country shipping.",صُمِّم وطُوِّر وشُحِن من كندا. جودة فائقة مع خدمة شحن إلى أكثر من 40 دولة.,,
nfcCards,ben5t,Made in Canada,صُنع في كندا,,
nfcCards,ben6d,"Connect with Salesforce, HubSpot, or any CRM. Every contact captured flows into your pipeline automatically.",اربط بطاقتك بـ Salesforce أو HubSpot أو أي نظام CRM. تتدفق كل جهة اتصال جديدة إلى خط المبيعات تلقائيًا.,,
nfcCards,ben6t,CRM Integration,تكامل مع أنظمة CRM,,
nfcCards,benSub,Built for professionals who demand more,مصمَّمة للمحترفين الذين يسعون إلى التميّز,,
nfcCards,benTitle,Why DynamicNFC,لماذا DynamicNFC؟,,
nfcCards,ctaBtn,Design Your Card Now,صمِّم بطاقتك الآن,,
nfcCards,ctaSub,Join thousands of professionals who have replaced paper cards with premium NFC technology.,انضم إلى آلاف المحترفين الذين استبدلوا البطاقات الورقية بتقنية NFC المتميّزة.,,
nfcCards,ctaTitle,Ready to Elevate Your Identity?,هل أنت مستعد للارتقاء بهويتك المهنية؟,,
nfcCards,faq1a,"DynamicNFC specializes in bulk and enterprise orders. Production timelines are confirmed after reviewing order volume, material selection, and customization requirements. Delivery estimates are provided upon quote approval.",تتخصّص DynamicNFC في الطلبات المؤسسية والطلبات بالجملة. تُحدَّد مدة الإنتاج بعد مراجعة حجم الطلب ونوع الخامات ومتطلبات التخصيص، ويُقدَّم الجدول الزمني التقديري عند اعتماد عرض السعر.,,
nfcCards,faq1q,What are your production and delivery timelines?,ما المدة اللازمة للإنتاج والتسليم؟,,
nfcCards,faq2a,"No. When someone taps your card or scans the QR code, your digital profile opens instantly in their browser. No apps, no downloads, no friction.",لا. عند النقر على البطاقة أو مسح رمز QR، يُفتَح الملف الرقمي مباشرةً في المتصفح دون الحاجة إلى أي تطبيق أو تحميل.,,
nfcCards,faq2q,Do recipients need an app?,هل يحتاج المستلم إلى تطبيق؟,,
nfcCards,faq3a,No subscription is required for standard cards. You purchase your NFC cards based on your required quantity. Optional advanced features and team management tools are available for enterprise clients.,لا يتطلب المنتج الأساسي أي اشتراك. تُشترى البطاقات وفقًا للكمية المطلوبة. تتوفر ميزات متقدمة وأدوات إدارة الفِرَق للعملاء من المؤسسات.,,
nfcCards,faq3q,Is DynamicNFC subscription-based?,هل تعتمد DynamicNFC على نظام اشتراك؟,,
nfcCards,faq4a,"Yes. Each NFC card connects to a secure digital profile that can be updated anytime. Modify contact details, links, branding, or content without reprinting physical cards.",نعم. ترتبط كل بطاقة NFC بملف رقمي آمن يمكن تحديثه في أي وقت. يمكنك تعديل بيانات الاتصال والروابط والهوية البصرية والمحتوى دون الحاجة إلى إعادة طباعة البطاقة.,,
nfcCards,faq4q,Can we update card information after printing?,هل يمكن تحديث المعلومات بعد الطباعة؟,,
nfcCards,faq5a,"Yes. DynamicNFC operates on a volume-based pricing model. Pricing is calculated according to order quantity, material selection, and customization scope. Contact info@dynamicnfc.help for a tailored quote.",نعم. تعتمد DynamicNFC نموذج تسعير قائمًا على حجم الطلب. يُحتسَب السعر بناءً على الكمية ونوع الخامات ونطاق التخصيص. تواصلوا معنا عبر info@dynamicnfc.help للحصول على عرض سعر مخصّص.,,
nfcCards,faq5q,Do you offer bulk or team pricing?,هل تقدّمون أسعارًا للطلبات بالجملة وفِرَق العمل؟,,
nfcCards,faq6a,"All iPhones from iPhone 7 onward and virtually all modern Android devices support NFC. Additionally, the integrated QR code ensures compatibility with any smartphone equipped with a camera.",تدعم جميع أجهزة iPhone بدءًا من iPhone 7 ومعظم أجهزة Android الحديثة تقنية NFC. كما يضمن رمز QR المدمج التوافق مع أي هاتف ذكي مزوَّد بكاميرا.,,
nfcCards,faq6q,Which phones are compatible?,ما الأجهزة المتوافقة؟,,
nfcCards,faqTitle,Frequently Asked Questions,الأسئلة الشائعة,,
nfcCards,flipHint,Hover to flip · Tap on mobile,مرِّر للقلب · انقر على الهاتف,,
nfcCards,footOrderCard,Order Card,اطلب بطاقتك,,
nfcCards,heroCta,Order Your Card,اطلب بطاقتك,,
nfcCards,heroSecondary,Explore Materials,استكشف الخامات,,
nfcCards,heroSub,"Handcrafted from brushed metal, 24K gold, bamboo, and premium PVC. Your entire professional identity — shared in one tap.",مصنوعة يدويًا من المعدن المصقول والذهب عيار 24 والخيزران والـPVC الفاخر. هويتك المهنية بالكامل — تُشارَك بلمسة واحدة.,,
nfcCards,heroTitle,"The Last Business Card
You'll Ever Need","آخر بطاقة أعمال
ستحتاج إليها على الإطلاق",,
nfcCards,howSub,Three steps to your premium identity,ثلاث خطوات نحو هويتك المتميّزة,,
nfcCards,howTitle,How It Works,آليّة العمل,,
nfcCards,matEco,Natural Eco,صديقة للبيئة,,
nfcCards,matEcoDesc,Sustainable bamboo and walnut wood. A natural statement with full NFC capability.,خيزران مستدام وخشب الجوز الطبيعي. لمسة بيئية راقية مع دعم كامل لتقنية NFC.,,
nfcCards,matMetal,Brushed Metal,معدن مصقول,,
nfcCards,matMetalDesc,"Substantial weight and brushed texture. Available in Gold, Silver, Black, Rose Gold, and 24K.",وزن ملموس وملمس مصقول. متوفرة بالذهبي والفضي والأسود والوردي الذهبي والذهب عيار 24.,,
nfcCards,matPvc,Premium PVC,PVC فاخر,,
nfcCards,matPvcDesc,"Lightweight, durable, and available in 5 finishes — White, Black, Gold, Silver, and Transparent.",خفيفة الوزن ومتينة ومتوفرة بخمسة تشطيبات — أبيض وأسود وذهبي وفضي وشفّاف.,,
nfcCards,matSub,Choose the finish that defines your presence,اختر التشطيب الذي يعكس حضورك,,
nfcCards,matTitle,Crafted Materials,خامات مصنوعة بإتقان,,
nfcCards,stat1l,Card Types,نوع بطاقة,,
nfcCards,stat1v,12+,‎+12,,
nfcCards,stat2l,Countries,دولة,,
nfcCards,stat2v,40+,‎+40,,
nfcCards,stat3l,Tap to Share,للمشاركة بلمسة,,
nfcCards,stat3v,< 1s,أقل من ثانية,,
nfcCards,stat4l,Apps Required,تطبيقات مطلوبة,,
nfcCards,stat4v,0,0,,
nfcCards,step1d,"Select from premium PVC, brushed metal, 24K gold, bamboo, or walnut. Each material is crafted for a distinct impression.",اختر من بين الـPVC الفاخر أو المعدن المصقول أو الذهب عيار 24 أو الخيزران أو خشب الجوز. كل خامة مُصمَّمة لتترك انطباعًا مميّزًا.,,
nfcCards,step1t,Choose Your Material,اختر الخامة,,
nfcCards,step2d,"Add your name, logo, and QR link. Our system encodes your NFC chip with your complete digital profile.",أضِف اسمك وشعارك ورابط QR الخاص بك. يقوم نظامنا بترميز شريحة NFC بملفك الرقمي الكامل.,,
nfcCards,step2t,Personalize Your Card,خصِّص بطاقتك,,
nfcCards,step3d,"Hold your card to any smartphone. Your contact info, portfolio, or website opens instantly — no app needed.",ضع بطاقتك بالقرب من أي هاتف ذكي. تُفتَح معلومات الاتصال أو الموقع الإلكتروني فورًا — دون الحاجة إلى أي تطبيق.,,
nfcCards,step3t,Tap & Share Instantly,انقر وشارِك فورًا,,
orderCard,ctaDesign,Design Your Card,صمِّم بطاقتك,,
orderCard,ctaExplore,Explore All Cards,استعرض جميع البطاقات,,
orderCard,feat1,NFC + QR,NFC + QR,,
orderCard,feat1d,Instant contactless sharing with built-in QR fallback,مشاركة فورية لا تلامسية مع رمز QR احتياطي مدمج,,
orderCard,feat2,Premium Materials,خامات فاخرة,,
orderCard,feat2d,"Brushed metal, 24K gold, bamboo, wood, and PVC",معدن مصقول، وذهب عيار ٢٤ قيراطًا، وخيزران، وخشب، وPVC,,
orderCard,feat3,Made in Canada,صُنع في كندا,,
orderCard,feat3d,"Designed, engineered, and shipped from Canada",تصميم وتطوير وشحن من كندا,,
orderCard,feat4,No App Required,لا يتطلب تطبيقًا,,
orderCard,feat4d,Works with any modern smartphone — zero setup,يعمل مع أي هاتف ذكي حديث — دون أي إعداد مسبق,,
orderCard,flipHint,Hover to flip · Tap on mobile,مرِّر المؤشر للقلب · انقر على الهاتف,,
orderCard,heroSub,"Handcrafted from brushed metal, 24K gold, bamboo, and premium PVC. Each card carries NFC + QR — your entire professional identity in one tap.",مصنوعة يدويًّا من المعدن المصقول، والذهب عيار ٢٤ قيراطًا، والخيزران، والـ PVC الفاخر. تحمل كل بطاقة تقنيتَي NFC وQR — هويتك المهنية بالكامل بلمسة واحدة.,,
orderCard,heroTitle,"Smart Identity.
Premium Presence.","هُوية ذكية.
حضور استثنائي.",,
orderCard,overline,PREMIUM NFC BUSINESS CARDS,بطاقات الأعمال الفاخرة بتقنية NFC,,
orderCard,statsCards,Card Types,أنواع البطاقات,,
orderCard,statsCountries,Countries,دولة,,
orderCard,statsTap,Tap to Share,انقر للمشاركة,,
realEstate,chall1Desc,Hundreds of visitors browse your project website. You see page views — but you don't know who they are or what caught their attention.,مئات الزوّار يتصفّحون موقع مشروعك. ترى أرقام الزيارات، لكنّك لا تعرف من هم ولا ما استرعى انتباههم.,,
realEstate,chall1Icon,👥,👥,,
realEstate,chall1Title,Anonymous Traffic,زيارات مجهولة الهُويّة,,
realEstate,chall2Desc,"By the time your sales team reaches out, the buyer has cooled off. The window between peak interest and first contact is too wide.",حين يتواصل فريق المبيعات أخيرًا، يكون حماس المشتري قد فتر. الفجوة الزمنية بين ذروة الاهتمام وأوّل اتصال أوسع ممّا ينبغي.,,
realEstate,chall2Icon,🕐,🕐,,
realEstate,chall2Title,Delayed Follow-Up,متابعة متأخّرة,,
realEstate,chall3Desc,"Every buyer gets the same email, the same call script, the same brochure. A penthouse investor and a first-time family buyer hear the same pitch.",كلّ مشترٍ يتلقّى البريد ذاته والنصّ ذاته والكتيّب ذاته. مستثمر البنتهاوس والأسرة التي تشتري لأوّل مرة يسمعان العرض نفسه.,,
realEstate,chall3Icon,📋,📋,,
realEstate,chall3Title,Generic Outreach,تواصل نمطي,,
realEstate,challLabel,The Blind Spot,الثغرة الخفيّة,,
realEstate,challQuote,"Your highest-intent buyers spend weeks exploring floor plans, pricing, and payment options online. Yet when your sales team picks up the phone, they often lack one critical thing: <strong>context</strong>. They don't know who is ready, what they care about most, or when to act. This leads to delayed follow-ups, generic conversations, and missed momentum.",يقضي المشترون الأكثر اهتمامًا أسابيع في استكشاف المخطّطات الطابقية والأسعار وخطط السداد عبر الإنترنت. غير أنّ فريق المبيعات حين يتواصل معهم، كثيرًا ما ينقصه عنصر جوهري: <strong>السياق</strong>. لا يعرفون من المستعدّ للشراء، ولا ما يهمّهم أكثر، ولا متى ينبغي التحرّك. يؤدّي ذلك إلى متابعات متأخّرة ومحادثات نمطية وفرص ضائعة.,,
realEstate,challTitle,Your Sales Team Has Leads. They Don't Have Context.,فريق مبيعاتك يملك عملاء محتملين، لكنّه يفتقر إلى السياق.,,
realEstate,ctaDemo,See the Live Demo,شاهد العرض المباشر,,
realEstate,ctaDesc,Turn digital intent into real sales momentum. Start with 50 VIP Access Keys for your current project and measure the difference.,حوِّل الاهتمام الرقمي إلى زخم مبيعات حقيقي. ابدأ بـ ٥٠ مفتاح وصول VIP لمشروعك الحالي وقِس الفارق.,,
realEstate,ctaLabel,Ready to Move,جاهز للانطلاق,,
realEstate,ctaPilot,Start a Pilot →,ابدأ مشروعًا تجريبيًّا ←,,
realEstate,ctaTitle,You're Not Handing Out Cards. You're Issuing Private Invitations.,أنت لا توزّع بطاقات. أنت تُصدر دعوات خاصّة.,,
realEstate,demoBadge1,VIP Investor,مستثمر VIP,,
realEstate,demoBadge2,Family Buyer,مشترٍ عائلي,,
realEstate,demoBadge3,Public Access,وصول عامّ,,
realEstate,demoBadge4,Analytics Dashboard,لوحة التحليلات,,
realEstate,demoCard1Desc,"Elite investor experience with ROI-focused content, high-floor penthouse showcases, and investment analytics.",تجربة استثمارية نخبوية تركّز على العائد على الاستثمار، وعروض البنتهاوس في الطوابق العليا، والتحليلات الاستثمارية.,,
realEstate,demoCard1Title,Khalid Al-Rashid — Investor Portal,خالد الراشد — بوّابة المستثمر,,
realEstate,demoCard2Desc,"Family buyer experience highlighting 3BR units, school districts, parks, and community amenities.",تجربة مصمَّمة للمشتري العائلي تُبرز وحدات ثلاث غرف نوم والمدارس المجاورة والحدائق والمرافق المجتمعية.,,
realEstate,demoCard2Title,Ahmed Al-Fahad — Family Portal,أحمد الفهد — بوّابة العائلة,,
realEstate,demoCard3Desc,Anonymous browsing experience with progressive lead capture — how public visitors become known buyers.,تجربة تصفّح مجهولة الهُويّة مع آلية التقاط تدريجي للعملاء المحتملين — كيف يتحوّل الزوّار العاديّون إلى مشترين معروفين.,,
realEstate,demoCard3Title,Global Marketplace,السوق العالمي,,
realEstate,demoCard4Desc,"Internal CRM dashboard showing real-time engagement, lead scoring, behavior tracking, and conversion funnels.",لوحة CRM داخلية تعرض التفاعل اللحظي وتقييم العملاء المحتملين وتتبّع السلوك وقمع التحويل.,,
realEstate,demoCard4Title,Corporate Dashboard,لوحة التحكّم المؤسّسية,,
realEstate,demoCta,Visit Full Demo Environment →,زُر بيئة العرض الكاملة ←,,
realEstate,demoDesc,Explore a working demo built for a fictional luxury tower project. See how different buyer profiles receive completely different experiences from the same platform.,استكشف عرضًا توضيحيًّا عمليًّا لمشروع برج فاخر خيالي. شاهد كيف يحصل المشترون بحسب ملفّاتهم المختلفة على تجارب مختلفة تمامًا من المنصّة ذاتها.,,
realEstate,demoLabel,Live Demo,عرض مباشر,,
realEstate,demoTitle,See It In Action — Vista Residences,شاهده عمليًّا — فيستا ريزيدنسز,,
realEstate,diffAnonDesc,We learn at a segment level and optimize marketing. Which floor plans get the most attention? What price range drives downloads? Data-driven campaign decisions.,نتعلّم على مستوى الشريحة ونُحسّن الحملات التسويقية. أيّ المخطّطات تحظى بأكبر اهتمام؟ أيّ نطاق سعري يُحفّز التحميل؟ قرارات حملات مبنيّة على البيانات.,,
realEstate,diffAnonTitle,Public Visitor (Anonymous),زائر عامّ (مجهول الهُويّة),,
realEstate,diffDesc,"The actions are identical for everyone — book a viewing, request pricing, explore payment plans. The only difference is identity.",الإجراءات متطابقة للجميع — حجز معاينة، طلب أسعار، استكشاف خطط السداد. الفارق الوحيد هو معرفة هُويّة المشتري.,,
realEstate,diffLabel,The Key Difference,الفارق الجوهري,,
realEstate,diffTitle,Same Website. Same Actions. Different Intelligence.,الموقع ذاته. الإجراءات ذاتها. ذكاء مختلف تمامًا.,,
realEstate,diffVipDesc,"We know who they are. That enables personal follow-ups, tailored incentives, and concierge-level sales. Your team calls with context: ""I see you've been looking at 2BR units on floors 30-40 — we have two left.""",نعرف من هو. وهذا يتيح متابعات شخصية وحوافز مصمَّمة خصّيصًا ومبيعات بمستوى الكونسيرج. فريقك يتّصل بسياق كامل.,,
realEstate,diffVipTitle,VIP Buyer (Known),مشترٍ VIP (معروف الهُويّة),,
realEstate,faq1A,No. DynamicNFC sits on top of your existing systems and enhances them. Your website remains public. The VIP portal is a private layer for selected prospects — connected to your CRM.,لا. يعمل DynamicNFC فوق أنظمتكم القائمة ويُعزّزها. يظلّ موقعكم متاحًا للعموم. بوّابة VIP هي طبقة خاصّة للعملاء المختارين — متّصلة بنظام إدارة العلاقات لديكم.,,
realEstate,faq1Q,Is this replacing our website or CRM?,هل يحلّ هذا محلّ موقعنا الإلكتروني أو نظام إدارة العلاقات؟,,
realEstate,faq2A,Consent is explicit. The prospect receives a physical card with a clear message. The tap is the opt-in. There is no hidden tracking — the buyer knowingly enters their private portal.,الموافقة صريحة ومباشرة. يتلقّى العميل بطاقة ماديّة مع رسالة واضحة. لمسة البطاقة هي فعل الموافقة. لا يوجد تتبّع خفيّ — المشتري يدخل بوّابته الخاصّة عن وعي واختيار.,,
realEstate,faq2Q,How is consent handled?,كيف تُعالَج مسألة الموافقة؟,,
realEstate,faq3A,"A personalized web experience — no app required. They see floor plans, pricing, amenities, and calls-to-action tailored to their profile. Think of it as their own private project website.",تجربة ويب مخصَّصة لا تتطلّب أيّ تطبيق. يرى مخطّطات طابقية وأسعارًا ومرافق ودعوات لاتّخاذ الإجراء، مصمَّمة جميعها وفق ملفّه الشخصي. اعتبرها موقع المشروع الخاصّ به.,,
realEstate,faq3Q,What does the buyer actually see?,ماذا يرى المشتري فعليًّا؟,,
realEstate,faq4A,"One metric: increase in booked viewings among VIP invitees versus your control group. We also track portal engagement, content interaction, and conversion-to-callback rates.",مقياس واحد رئيسي: الزيادة في المعاينات المحجوزة بين مدعوّي VIP مقارنةً بمجموعة المقارنة. نتتبّع أيضًا التفاعل مع البوّابة والتفاعل مع المحتوى ومعدّلات التحويل إلى إعادة الاتصال.,,
realEstate,faq4Q,How do we measure success?,كيف نقيس النجاح؟,,
realEstate,faq5A,"2–4 weeks from kickoff to first cards delivered. We design the portal, program the NFC cards, package the boxes, and ship — while your sales team continues working their pipeline.",من أسبوعين إلى أربعة أسابيع من الانطلاق وحتى تسليم أولى البطاقات. نصمّم البوّابة ونبرمج بطاقات NFC ونُعدّ العلب ونشحنها — بينما يواصل فريق مبيعاتك العمل على خطّ المبيعات الحالي.,,
realEstate,faq5Q,How long does setup take?,كم يستغرق الإعداد؟,,
realEstate,faq6A,"Salesforce, HubSpot, Follow Up Boss, kvCORE, and custom integrations via webhook. Buyer signals flow directly into your sales team's existing workflow.",Salesforce وHubSpot وFollow Up Boss وkvCORE، إضافةً إلى تكاملات مخصَّصة عبر webhook. تتدفّق إشارات المشتري مباشرةً إلى سير عمل فريق مبيعاتك الحالي.,,
realEstate,faq6Q,What CRM systems do you connect with?,ما أنظمة إدارة العلاقات التي تتكاملون معها؟,,
realEstate,faqLabel,Sales Team FAQ,الأسئلة الشائعة لفريق المبيعات,,
realEstate,faqTitle,Questions Your Team Will Ask,أسئلة سيطرحها فريقك,,
realEstate,footerText,© 2026 DynamicNFC — Sales Velocity Engine for Real Estate Professionals,© ٢٠٢٦ DynamicNFC — محرّك تسريع المبيعات لمحترفي القطاع العقاري,,
realEstate,heroBadge,VIP Digital Experience for Real Estate,تجربة رقمية حصرية للقطاع العقاري,,
realEstate,heroCtaDemo,See the Live Demo,شاهد العرض المباشر,,
realEstate,heroCtaPilot,Start a Pilot →,ابدأ مشروعًا تجريبيًّا ←,,
realEstate,heroSub,"DynamicNFC gives real estate sales teams a new weapon: VIP Access Keys that deliver private, personalized buyer experiences — and tell you exactly who is ready to act, what they care about, and when to call.",يمنح DynamicNFC فِرَق المبيعات العقارية أداةً جديدة: مفاتيح وصول VIP تقدّم تجارب مخصّصة وحصرية لكل مشترٍ — وتُطلعك بدقّة على من هو مستعدّ للشراء، وما يستأثر باهتمامه، والتوقيت الأمثل للتواصل.,,
realEstate,heroTitle,Turn Buyer Intent Into Booked Viewings.,حوِّل اهتمام المشتري إلى معاينات مؤكّدة.,,
realEstate,how1Desc,"Your sales team selects high-value prospects from the CRM — investors, repeat buyers, referrals, VIP waitlist members. Each gets a personalized VIP Access Key.",يختار فريق مبيعاتك العملاء ذوي القيمة العالية من نظام إدارة العلاقات — مستثمرون، مشترون متكرّرون، إحالات، أعضاء قائمة الانتظار. يحصل كلّ منهم على مفتاح وصول VIP مخصّص.,,
realEstate,how1Icon,📦,📦,,
realEstate,how1Title,VIP Campaign Selection,اختيار العملاء لحملة VIP,,
realEstate,how2Desc,"The NFC card arrives in a premium box with a personal message: ""This unlocks your private experience."" The physical touch creates exclusivity and trust.",تصل بطاقة NFC في علبة فاخرة مرفقة برسالة شخصية. هذا الحضور المادّي يُرسّخ الشعور بالحصرية والثقة.,,
realEstate,how2Icon,💳,💳,,
realEstate,how2Title,Premium Box Delivery,توصيل العلبة الفاخرة,,
realEstate,how3Desc,"When the buyer taps their card, they access a private digital experience — tailored to their preferences, interests, and stage in the journey. No app required.",حين يلمس المشتري بطاقته، يصل إلى تجربة رقمية خاصّة مصمَّمة وفق تفضيلاته واهتماماته ومرحلته الشرائية. لا حاجة لأيّ تطبيق.,,
realEstate,how3Icon,📱,📱,,
realEstate,how3Title,Tap to Private Portal,لمسة واحدة نحو البوّابة الخاصّة,,
realEstate,how4Desc,"Every action inside the portal — floor plans viewed, pricing downloaded, viewings booked — feeds your sales dashboard in real time. Your team knows exactly when to act.",كلّ إجراء داخل البوّابة — مخطّطات طابقية تمّت مشاهدتها، أسعار تمّ تحميلها، معاينات تمّ حجزها — يُغذّي لوحة مبيعاتك لحظيًّا. فريقك يعرف بدقّة متى يتحرّك.,,
realEstate,how4Icon,📊,📊,,
realEstate,how4Title,Behavioral Intelligence,ذكاء سلوكي لحظي,,
realEstate,howDesc,"Selected prospects receive a premium box with an NFC card and a personal message. The message is clear: ""This card unlocks a private experience created specifically for you.""","يتلقّى العملاء المختارون علبة فاخرة تحتوي على بطاقة NFC ورسالة شخصية واضحة: ""هذه البطاقة تفتح لك تجربة خاصّة صُمِّمت حصريًّا من أجلك.""",,
realEstate,howLabel,How It Works,آلية العمل,,
realEstate,howTitle,From Premium Box to Booked Viewing,من العلبة الفاخرة إلى حجز المعاينة,,
realEstate,modalNote,We respond within 24 hours. Your information is kept strictly confidential.,نردّ خلال ٢٤ ساعة. معلوماتك تُعامَل بسريّة تامّة.,,
realEstate,modalSec1,Contact Information,معلومات التواصل,,
realEstate,modalSec2,Your Practice,بيانات شركتك,,
realEstate,modalSec3,Pilot Project,المشروع التجريبي,,
realEstate,modalSec4,Sales Challenge,التحدّي البيعي,,
realEstate,modalSub,Tell us about your current project and we'll design a VIP buyer experience pilot — typically 50–200 Access Keys with a personalized portal.,أخبرنا عن مشروعك الحالي وسنصمّم لك تجربة VIP تجريبية — عادةً ما تشمل ٥٠ إلى ٢٠٠ مفتاح وصول مع بوّابة مخصَّصة.,,
realEstate,modalSubmit,Submit Pilot Request →,أرسِل طلب المشروع التجريبي ←,,
realEstate,modalSubmitting,Submitting...,جارٍ الإرسال...,,
realEstate,modalTitle,Start a Sales Pilot,ابدأ مشروع مبيعات تجريبيًّا,,
realEstate,navChallenge,The Challenge,التحدّي,,
realEstate,navDemo,Live Demo,عرض مباشر,,
realEstate,navHow,How It Works,آلية العمل,,
realEstate,navPilot,Start a Pilot,ابدأ مشروعًا تجريبيًّا,,
realEstate,navUseCases,Use Cases,حالات الاستخدام,,
realEstate,new1,Personalized content per buyer,محتوى مخصّص لكلّ مشترٍ,,
realEstate,new2,Identity known before first click,هُويّة المشتري معروفة قبل أوّل نقرة,,
realEstate,new3,Sales team has full context,فريق المبيعات يمتلك السياق الكامل,,
realEstate,new4,Follow-up timed to buyer signals,متابعات مبنيّة على إشارات سلوك المشتري,,
realEstate,newDesc,Each buyer receives a VIP Access Key that unlocks a portal built for them.,كلّ مشترٍ يحصل على مفتاح وصول VIP يفتح له بوّابة رقمية صُمِّمت خصّيصًا له.,,
realEstate,newLabel,The Dynamic Way,الأسلوب الديناميكي,,
realEstate,newTitle,Private VIP Experience,تجربة VIP حصرية,,
realEstate,old1,Same experience for all visitors,تجربة واحدة موحّدة لجميع الزوّار,,
realEstate,old2,No way to identify high-intent buyers,لا سبيل لتحديد المشترين ذوي الاهتمام العالي,,
realEstate,old3,Sales team calls blind,فريق المبيعات يتّصل دون أيّ معلومات مسبقة,,
realEstate,old4,Follow-up based on guesswork,متابعات مبنيّة على التخمين,,
realEstate,oldDesc,One website for everyone. Anonymous traffic. No buyer identity.,موقع واحد للجميع. زيارات مجهولة. لا هُويّة للمشتري.,,
realEstate,oldLabel,The Old Way,الأسلوب التقليدي,,
realEstate,oldTitle,Generic Website,موقع إلكتروني عامّ,,
realEstate,part1Desc,Choose 50–200 high-value prospects from your CRM or VIP waitlist. We help you segment by buyer profile.,اختر ٥٠ إلى ٢٠٠ عميل ذوي قيمة عالية من نظام إدارة العلاقات أو قائمة انتظار VIP. نساعدك في التقسيم وفق ملفّ المشتري.,,
realEstate,part1Icon,🎯,🎯,,
realEstate,part1Title,Select Your Prospects,اختر عملاءك المستهدَفين,,
realEstate,part2Desc,"We build a private buyer portal matched to your project branding — floor plans, pricing, amenities, and calls-to-action.",نبني بوّابة مشتري خاصّة متوافقة مع الهُويّة البصرية لمشروعك — مخطّطات طابقية وأسعار ومرافق ودعوات لاتّخاذ الإجراء.,,
realEstate,part2Icon,🎨,🎨,,
realEstate,part2Title,Design the Experience,صمِّم التجربة,,
realEstate,part3Desc,Premium NFC cards ship in branded boxes with personalized messages. Your prospects receive a physical invitation.,تُشحَن بطاقات NFC الفاخرة في علب تحمل العلامة التجارية مع رسائل مخصَّصة. يتلقّى عملاؤك دعوة ماديّة ملموسة.,,
realEstate,part3Icon,📦,📦,,
realEstate,part3Title,Deliver VIP Access Keys,وصِّل مفاتيح الوصول VIP,,
realEstate,part4Desc,Your sales dashboard lights up with buyer signals. Your team follows up with context — and books more viewings.,تتوهّج لوحة مبيعاتك بإشارات المشتري. فريقك يتابع بسياق كامل — ويحجز مزيدًا من المعاينات.,,
realEstate,part4Icon,📈,📈,,
realEstate,part4Title,Track & Close,تتبَّع وأغلِق الصفقات,,
realEstate,partDesc,"We work alongside your sales team to design, deploy, and optimize the VIP buyer experience for your current project.",نعمل جنبًا إلى جنب مع فريق مبيعاتك لتصميم ونشر وتحسين تجربة المشتري VIP لمشروعك الحالي.,,
realEstate,partLabel,Partnership Model,نموذج الشراكة,,
realEstate,partTitle,Launch in Weeks. Measure in Viewings.,أطلِق في أسابيع. قِس النتائج بالمعاينات.,,
realEstate,roi1Label,Higher Engagement,معدّل تفاعل أعلى,,
realEstate,roi1Sub,VIP portals vs. standard project websites,بوّابات VIP مقارنةً بمواقع المشاريع التقليدية,,
realEstate,roi1Val,47%,٤٧٪,,
realEstate,roi2Label,Conversion to Viewing,معدّل التحويل إلى معاينة,,
realEstate,roi2Sub,Among VIP invitees vs. anonymous leads,بين مدعوّي VIP مقارنةً بالعملاء المحتملين المجهولين,,
realEstate,roi2Val,3.2×,٣٫٢×,,
realEstate,roi3Label,Time to First Follow-Up,الزمن حتى أوّل متابعة,,
realEstate,roi3Sub,"Triggered by real buyer signals, not cold lists",تُفعَّل بإشارات سلوك حقيقية، لا بقوائم باردة,,
realEstate,roi3Val,< 48hr,< ٤٨ ساعة,,
realEstate,roiDesc,"This is not about clicks or dashboards. It's about one thing: cutting the time from ""Interested"" to ""Booked Viewing.""","الأمر لا يتعلّق بالنقرات أو لوحات المعلومات. يتعلّق بشيء واحد: تقليص المسافة الزمنية من ""مهتمّ"" إلى ""معاينة محجوزة"".",,
realEstate,roiLabel,Why This Matters,لماذا يُهمّ هذا,,
realEstate,roiTitle,"Sales Velocity, Not Vanity Metrics.",سرعة المبيعات، لا مقاييس استعراضية.,,
realEstate,shiftDesc,"What if you stopped treating your website as a brochure, and instead treated it as a private experience for selected prospects? Not everyone — only those you intentionally invite.",ماذا لو توقّفتَ عن التعامل مع موقعك كنشرة إعلانية، وبدأت تعامله كتجربة حصرية لعملاء مختارين؟ ليس للجميع — فقط لمن تختارهم بعناية.,,
realEstate,shiftLabel,The Shift,التحوّل,,
realEstate,shiftTitle,From Public Website to Private Invitation,من موقع إلكتروني عامّ إلى دعوة خاصّة,,
realEstate,stat1Label,Higher Engagement,معدّل تفاعل أعلى,,
realEstate,stat1Val,47%,٤٧٪,,
realEstate,stat2Label,Faster to Viewing,أسرع وصولًا للمعاينة,,
realEstate,stat2Val,3.2×,٣٫٢×,,
realEstate,stat3Label,Buyer Intelligence,ذكاء سلوك المشتري,,
realEstate,stat3Val,Real-time,لحظي,,
realEstate,successClose,Close,إغلاق,,
realEstate,successDesc,Thank you. Our real estate specialist will reach out within 24 hours with a customized pilot proposal.,شكرًا لك. سيتواصل معك أخصائي القطاع العقاري لدينا خلال ٢٤ ساعة مع مقترح تجريبي مخصَّص.,,
